response,group1,group2
37.472657633542546,a,d
42.644139292843825,b,e
39.416312456216644,c,f
37.01193280734662,a,d
43.66696008437606,b,e
38.12663192022428,c,f
38.53615223933692,a,d
46.05655302516569,b,e
33.451250589783086,c,f
44.406399960019996,a,d
38.09339436569733,b,e
46.024816734984555,c,f
36.26316571778121,a,d
41.22562760235975,b,e
40.17409644293837,c,f
39.74848044388146,a,d
37.76770402625343,b,e
43.81264378946918,c,f
40.517412321725786,a,d
32.381973810613076,b,e
44.71436018734622,c,f
40.80101837479675,a,d
31.915669401137514,b,e
32.905141964788086,c,f
39.36492451589838,a,d
35.64436436153117,b,e
42.562165649380184,c,f
39.39169042140386,a,d
42.14998811676793,b,e
43.598401545946565,c,f
43.50530764037535,a,d
36.87708428443657,b,e
39.47628820442735,c,f
39.578940110595056,a,d
40.42067828624757,b,e
46.515969405451415,c,f
38.75780144862229,a,d
42.379778200857295,b,e
39.09492145232876,c,f
37.901013254117224,a,d
37.37808478167816,b,e
41.06810163714086,c,f
37.82075464908618,a,d
45.04441068759904,b,e
45.609939008344305,c,f
40.410356259396195,a,d
37.60307961775784,b,e
35.61074353338147,c,f
37.88978614019907,a,d
45.12461018882229,b,e
41.725691180123064,c,f
39.48143266994852,a,d
38.3886176822126,b,e
37.46193417667867,c,f
40.631654554953705,a,d
34.22106824496918,b,e
41.637648108230174,c,f
39.70232866522075,a,d
49.576957811300375,b,e
40.61544716427855,c,f
45.73867096955822,a,d
33.63271361786791,b,e
38.637072791508295,c,f
42.36211056722442,a,d
32.99247973580373,b,e
45.513468903617905,c,f
40.6761414455656,a,d
36.310053144809416,b,e
42.17024462871791,c,f
41.40150515191268,a,d
48.62296460960486,b,e
42.852460231986065,c,f
35.69375775889757,a,d
32.44344832789583,b,e
33.43446452035668,c,f
35.917517920327874,a,d
49.590573573449916,b,e
36.82337181909669,c,f
38.7258928208161,a,d
39.09356097682168,b,e
44.08698099891644,c,f
36.08104596694322,a,d
40.95604195926931,b,e
34.934216672261485,c,f
41.433235674108076,a,d
37.722272840848234,b,e
42.364467170861545,c,f
33.7782550020236,a,d
37.838926642412,b,e
36.18625835589376,c,f
41.37321688085045,a,d
44.911378483166686,b,e
36.37364923721693,c,f
42.65219967493704,a,d
36.4295970105521,b,e
40.67566160270625,c,f
35.08626925872783,a,d
37.23039019135763,b,e
42.54101704050116,c,f
42.78972576505443,a,d
37.1022058118503,b,e
35.24075208852499,c,f
49.23467065900656,a,d
35.68316531832457,b,e
37.22532889899984,c,f
36.53620516874576,a,d
42.92646233082029,b,e
43.6523645202588,c,f
33.26407508994912,a,d
36.179149883668245,b,e
39.45392677674459,c,f
44.430267888315,a,d
37.810427017017624,b,e
36.57011830114921,c,f
39.652082789169576,a,d
35.42341758973054,b,e
36.78087810165477,c,f
37.81172388912944,a,d
36.8790888679966,b,e
42.311298644883976,c,f
40.749556586739224,a,d
37.97957715911506,b,e
29.886020629636064,c,f
36.432408032906366,a,d
34.61040005660549,b,e
36.67336612135305,c,f
39.79085005871815,a,d
41.640799188499166,b,e
34.50008732485001,c,f
40.78641145320237,a,d
42.93972204478053,b,e
41.107040256883415,c,f
36.27471638862817,a,d
35.72757839829089,b,e
35.32966148033603,c,f
38.22122548097423,a,d
41.45254624938055,b,e
39.56465562407274,c,f
38.864492540459075,a,d
48.10718168375598,b,e
41.15128657926216,c,f
42.58672425186823,a,d
34.4106813225204,b,e
36.637929117692394,c,f
37.01156315812959,a,d
46.618940995951355,b,e
39.88121309687028,c,f
41.26545803998035,a,d
40.769229139151285,b,e
42.15835043073103,c,f
45.80762620204009,a,d
47.39784828196497,b,e
45.602222384536454,c,f
39.74827777293347,a,d
38.07714752169446,b,e
40.37904345667867,c,f
42.45150029717288,a,d
39.09884719435069,b,e
35.200621201598636,c,f
43.70768110916687,a,d
40.745818732086555,b,e
46.567459084840415,c,f
41.29181982054553,a,d
35.685839683834686,b,e
39.08774861893715,c,f
38.364600739481126,a,d
37.67940866337696,b,e
41.65755826305938,c,f
41.29853048564441,a,d
38.06525115536254,b,e
42.613458607252525,c,f
37.65006227263756,a,d
46.138806054780446,b,e
36.569660466003306,c,f
38.89470542822729,a,d
47.8603526040882,b,e
31.220501082377417,c,f
38.824145329786944,a,d
40.20405928224552,b,e
34.026095644521014,c,f
44.78238064966667,a,d
40.003191438316215,b,e
38.10731022934559,c,f
33.29470641831373,a,d
41.59347900700907,b,e
37.28726255504248,c,f
40.07858786481289,a,d
36.0461701043218,b,e
40.95286505568646,c,f
40.14296574121693,a,d
40.43677656352374,b,e
