response,group1,group2
69.49054602494776,a,d
72.37612483749545,b,e
72.11697842960481,c,f
61.96924350027701,a,d
65.48361429046335,b,e
68.8467408580118,c,f
68.79276634466655,a,d
69.72581140507434,b,e
69.80677425863537,c,f
72.38933502008959,a,d
75.97121553640837,b,e
71.65217987720109,c,f
74.3493040678312,a,d
66.51405796732136,b,e
64.47215044391541,c,f
68.32039059602666,a,d
55.6810859612586,b,e
73.6765185622022,c,f
72.37646202360159,a,d
72.23498243449333,b,e
66.5961211542779,c,f
68.31817633924047,a,d
73.11533605025708,b,e
70.5467640224677,c,f
70.35135654733621,a,d
72.25815101763195,b,e
61.002767247509034,c,f
72.83940172026185,a,d
71.20123190367494,b,e
70.54694259655842,c,f
75.62507206342518,a,d
70.5398419097618,b,e
67.32307083966738,c,f
70.2622826863816,a,d
67.08659336121575,b,e
80.86147905826867,c,f
71.70903318294081,a,d
69.2491771916101,b,e
67.17854003892869,c,f
69.91550744337066,a,d
70.34972544538591,b,e
68.23473311760816,c,f
76.15517129554812,a,d
80.57700992691194,b,e
71.77606360229153,c,f
71.57945378979895,a,d
70.4980394684381,b,e
72.79193172281276,c,f
67.58498736583665,a,d
68.45615404608802,b,e
65.4428864262041,c,f
73.54129666471826,a,d
68.68664065390743,b,e
73.68782751359453,c,f
73.70248050758153,a,d
60.486406878670486,b,e
70.84176041939503,c,f
60.93115527584492,a,d
70.65534405194686,b,e
64.49433515289805,c,f
66.59320338898118,a,d
74.40841864774039,b,e
70.06467597690634,c,f
71.84407673426222,a,d
64.93215605197322,b,e
72.83029420286401,c,f
70.86981188365242,a,d
73.4926367271364,b,e
70.255216532161,c,f
73.65027968278116,a,d
62.4805447814953,b,e
73.79862976267982,c,f
63.277673825731526,a,d
68.59666596510672,b,e
67.24028181618134,c,f
67.82507981608566,a,d
68.10756808037713,b,e
63.5274383790763,c,f
68.93179753825828,a,d
78.96119222054354,b,e
67.4656877689597,c,f
68.07850699603738,a,d
66.07476782170606,b,e
66.16460932736186,c,f
73.22237846356781,a,d
73.9851366924459,b,e
75.66434399853274,c,f
70.69201041140784,a,d
64.07073877632047,b,e
