response,group1,group2
56.12026257540796,a,d
61.9512443010625,b,e
59.34569213070952,c,f
58.450303533714354,a,d
60.60474759561837,b,e
57.0458630940116,c,f
61.006146819774855,a,d
57.40704950604479,b,e
61.957210183453576,c,f
58.561777701508184,a,d
58.900533207989035,b,e
62.867315991330344,c,f
55.88387246653202,a,d
62.60094411073769,b,e
58.00483996482637,c,f
53.48010030957943,a,d
58.62161869719258,b,e
60.65656492875644,c,f
68.92818637067045,a,d
61.225356138676304,b,e
58.33864598658391,c,f
62.74263617332682,a,d
55.16804810775329,b,e
64.3473423233942,c,f
60.63837929220272,a,d
65.97704731911094,b,e
60.943591260067294,c,f
58.287992313964395,a,d
59.47407232978436,b,e
62.48980779059161,c,f
60.408615228192964,a,d
55.91093498012551,b,e
64.10284029459338,c,f
55.92347180363184,a,d
63.96688749633633,b,e
60.36140932240161,c,f
61.13562003084965,a,d
59.54880811109531,b,e
62.39756664825454,c,f
50.68156807767981,a,d
57.271262086559084,b,e
62.971714632896436,c,f
59.69482487049292,a,d
62.15473964630087,b,e
63.646928201140085,c,f
63.804002411297716,a,d
60.52294646111227,b,e
58.43988135181246,c,f
53.06709953137569,a,d
65.74386351022812,b,e
66.0213215130515,c,f
58.77100125572719,a,d
55.319107231035,b,e
66.06100478263792,c,f
61.83424891263664,a,d
58.269560037505,b,e
60.54038023433491,c,f
57.47681374032218,a,d
57.99617474934209,b,e
53.52386032282411,c,f
62.18617729600849,a,d
54.680603632676075,b,e
56.244454900071034,c,f
64.76461192466456,a,d
57.407253194255645,b,e
65.1293392123179,c,f
65.48057391569466,a,d
50.69657355418457,b,e
57.8714337689403,c,f
58.53632517712008,a,d
59.3696071826299,b,e
63.02977370478685,c,f
64.82106219770647,a,d
52.50840433253879,b,e
58.79993492664391,c,f
59.77281957509431,a,d
60.41175840735679,b,e
58.86407308399135,c,f
61.14989650239607,a,d
65.55471436458735,b,e
55.465238821369226,c,f
58.24245098388888,a,d
56.67183699410482,b,e
56.78434653168971,c,f
57.96434713592625,a,d
65.9755157601085,b,e
58.574317712769705,c,f
58.01187843877475,a,d
54.67080610720997,b,e
51.40343024931084,c,f
59.9075627938502,a,d
66.30934581208305,b,e
51.851047486567104,c,f
64.92987260317784,a,d
59.31695301624815,b,e
60.9603302262684,c,f
59.90234513089052,a,d
62.02294844564124,b,e
59.403235417723394,c,f
66.80532109037185,a,d
56.60914110345683,b,e
60.652969174164184,c,f
57.54865345850592,a,d
62.684808963416856,b,e
53.33946836333317,c,f
65.76841522134674,a,d
68.22673134743235,b,e
62.83824703934484,c,f
59.332517296304026,a,d
60.34753786059246,b,e
60.32778615441159,c,f
65.57022711294886,a,d
60.47665595516671,b,e
58.97192075756386,c,f
64.4758714028559,a,d
57.23116220445809,b,e
64.40554630493882,c,f
59.283413909041265,a,d
55.758697357697834,b,e
55.32575983552954,c,f
63.56032848092391,a,d
59.516630724988175,b,e
53.68572636590199,c,f
54.30529274760288,a,d
60.22497579020703,b,e
59.94092311780089,c,f
62.34260653520898,a,d
64.94479691482528,b,e
58.4291599918754,c,f
