response,group1,group2
26.989360995147088,a,d
23.77864023455864,b,e
27.93174734326786,c,f
34.967695046322085,a,d
31.595947846662355,b,e
35.589794218719135,c,f
34.91033581371828,a,d
34.23930345314438,b,e
24.10017623933917,c,f
34.949779298247655,a,d
30.516355365124337,b,e
31.712394322004002,c,f
31.881563844094345,a,d
34.39131634527597,b,e
31.344500318306235,c,f
24.076394023676112,a,d
33.48732803010011,b,e
27.545027071252747,c,f
26.583611376725585,a,d
28.860762669353313,b,e
35.34998289249926,c,f
21.46229964910593,a,d
31.722265314398904,b,e
32.31425158072272,c,f
24.411734531606186,a,d
28.993396855090104,b,e
33.01495992823565,c,f
30.156400033521752,a,d
29.585835172834102,b,e
24.958187910939117,c,f
24.953147490212555,a,d
35.78612521624371,b,e
21.89612094065145,c,f
27.854637154378256,a,d
28.798482057469585,b,e
31.428442273145063,c,f
26.896685048673177,a,d
31.17175400462059,b,e
36.8024776941984,c,f
28.5507219547386,a,d
34.94900181549655,b,e
28.252055405759272,c,f
28.432360901594116,a,d
21.956788293143426,b,e
32.41086908682126,c,f
26.5521144052992,a,d
33.453314647626094,b,e
32.06149164501458,c,f
31.338868333447195,a,d
28.37471255917297,b,e
26.183038155654387,c,f
29.472728567612947,a,d
26.17013970068966,b,e
30.52156284096192,c,f
25.48666803968392,a,d
30.875492453600724,b,e
33.49730335366701,c,f
36.04238156580222,a,d
32.393286852213876,b,e
21.76728014498658,c,f
26.62328770989598,a,d
31.682005655338386,b,e
21.616054284796363,c,f
29.49063177196581,a,d
30.905880672807942,b,e
26.038235195798904,c,f
26.380214904223863,a,d
26.912094239010916,b,e
30.168158400202714,c,f
29.802080629458676,a,d
27.156004490615217,b,e
26.21321783516319,c,f
34.879776592050035,a,d
28.10760885368683,b,e
30.499144734183552,c,f
31.42780753897286,a,d
26.97619590612649,b,e
30.410782583691898,c,f
30.262251711746966,a,d
38.01787940790654,b,e
28.488390203176714,c,f
28.87469268278486,a,d
25.734825583161186,b,e
29.31196826752309,c,f
22.255680838434177,a,d
24.26294189785461,b,e
29.95027451067142,c,f
25.52672261789721,a,d
31.700381093791915,b,e
27.66381503263536,c,f
29.929066249513088,a,d
29.532762845389236,b,e
33.41300032677608,c,f
33.212164845511936,a,d
24.796769177670043,b,e
27.276158445255078,c,f
29.519475788040317,a,d
21.347276601487366,b,e
