response,group1,group2
51.935148430320965,a,d
48.77474036175956,b,e
47.76837925703954,c,f
51.114886218300846,a,d
52.49267063475588,b,e
43.923850300820874,c,f
46.39881812981562,a,d
52.411466208015845,b,e
52.409412456951365,c,f
46.21956045370449,a,d
51.097901608327255,b,e
49.05099782677385,c,f
41.890321874735704,a,d
57.130865930024974,b,e
53.152291135954094,c,f
45.95298402593386,a,d
51.86276739350315,b,e
47.08219846410967,c,f
49.22746265277201,a,d
50.56851469592895,b,e
50.49498791008702,c,f
60.920734075170216,a,d
57.194333691269826,b,e
45.687659722523236,c,f
54.02550226563294,a,d
44.099397002028006,b,e
51.37493680247729,c,f
52.570615408067965,a,d
50.28836135054903,b,e
53.04216993714781,c,f
48.04621628532541,a,d
48.18256171884782,b,e
49.09021482785915,c,f
46.06640470027707,a,d
50.77090025003613,b,e
51.17628917813439,c,f
50.91856380492065,a,d
48.14794315271486,b,e
47.414230074842294,c,f
54.041970509804756,a,d
52.31256412527608,b,e
54.554966180082815,c,f
49.77483483694889,a,d
45.529911636513184,b,e
38.023082216890366,c,f
52.73050503728672,a,d
52.85701111751446,b,e
48.75334175763118,c,f
53.52770966540707,a,d
46.58508129907528,b,e
52.183622554132214,c,f
50.99329173820943,a,d
48.233031596685734,b,e
48.01795575154031,c,f
46.602693304157064,a,d
42.49736618594208,b,e
46.65451424500811,c,f
50.19827679995109,a,d
52.397458425957375,b,e
53.61323680422342,c,f
42.686004364556396,a,d
53.97695301492261,b,e
48.623166634812385,c,f
49.32328756341053,a,d
51.10841051559826,b,e
49.90672818169644,c,f
42.056736039190234,a,d
53.06374870688831,b,e
54.329547547791194,c,f
46.339060089140325,a,d
57.67591299534081,b,e
52.050240947468765,c,f
51.74542019718587,a,d
49.95217131139907,b,e
51.047460830883125,c,f
47.63021300726402,a,d
53.44308351832267,b,e
50.383511345112765,c,f
56.1607059917,a,d
54.182437153917064,b,e
57.011176570866766,c,f
46.43768890428166,a,d
56.96673628560423,b,e
45.89815798959402,c,f
50.771136132066395,a,d
51.57735611319075,b,e
53.4463685649197,c,f
53.40084727909488,a,d
44.46547994362954,b,e
50.59775980511922,c,f
51.70642478845765,a,d
48.78182065538044,b,e
38.6614392819011,c,f
45.370373173089455,a,d
54.428867572579435,b,e
48.310337796155494,c,f
45.82805665843075,a,d
44.50237042282064,b,e
52.11139737975532,c,f
50.5960900903202,a,d
39.45319446212924,b,e
48.062389673579844,c,f
51.07506525344559,a,d
54.67209186819791,b,e
50.165637234525526,c,f
56.992608820889416,a,d
51.45825564482827,b,e
50.2526177484177,c,f
45.90412612014229,a,d
43.69777220817886,b,e
53.50695033782952,c,f
45.81906931221042,a,d
49.39120658021787,b,e
49.065937146631285,c,f
50.58122416668404,a,d
45.51203717889758,b,e
51.40232405508953,c,f
47.43858770204459,a,d
49.476571265289635,b,e
52.23740402174302,c,f
47.371115945580556,a,d
44.92262962186454,b,e
58.04781665139352,c,f
55.05406237019253,a,d
48.98289357354957,b,e
50.13490816316575,c,f
53.696885522901724,a,d
53.79371612338195,b,e
49.62186439112203,c,f
54.746916083458025,a,d
51.97650125812868,b,e
41.11205127497415,c,f
56.35078749207668,a,d
53.78382461486141,b,e
53.90540217485566,c,f
55.0040822656544,a,d
55.69767181612761,b,e
53.80895024382515,c,f
47.02862943724777,a,d
55.500985991221604,b,e
48.17158968010917,c,f
49.23460657341338,a,d
50.50076206172717,b,e
48.91543538824363,c,f
58.22896122626255,a,d
53.164135098180246,b,e
49.97550656854884,c,f
56.618108043213965,a,d
45.50117257907367,b,e
40.02927914748713,c,f
49.49254085850049,a,d
51.29828460028665,b,e
47.993796364187354,c,f
53.696100273109415,a,d
51.75818579028742,b,e
50.61240765232405,c,f
44.58633536814648,a,d
43.986633558354,b,e
52.29600703550681,c,f
48.90967906143492,a,d
43.4548988928873,b,e
50.46055418178795,c,f
51.57340801401868,a,d
55.05171096151527,b,e
45.66946492649129,c,f
49.149585216951984,a,d
58.48849910438159,b,e
55.460954095606645,c,f
48.56864491262466,a,d
50.87254424218791,b,e
51.49133781419615,c,f
48.71816656625812,a,d
46.51711949266478,b,e
48.21284255450406,c,f
49.947072002111646,a,d
45.849425483643415,b,e
49.35135748231819,c,f
48.31599791903558,a,d
48.7586727364316,b,e
52.136484127310794,c,f
57.40932086179437,a,d
50.62359149022277,b,e
39.23424651147066,c,f
52.234236258461245,a,d
45.35215739343626,b,e
50.81091323344717,c,f
58.63502274195653,a,d
48.397384714355326,b,e
56.79288080582408,c,f
50.531781011172306,a,d
48.17978144087824,b,e
46.13508731332065,c,f
51.728003415653475,a,d
49.35707228991265,b,e
48.89560931721041,c,f
41.839513114123534,a,d
50.75523070735324,b,e
47.02486353140572,c,f
47.36153875240545,a,d
54.59025105524288,b,e
50.4004124659516,c,f
48.43600859750415,a,d
39.89717675166783,b,e
54.636790261887214,c,f
52.70129527970829,a,d
51.30300360170203,b,e
52.850816191799396,c,f
51.97047783065212,a,d
50.97154708616849,b,e
52.3880052459628,c,f
47.479606403589074,a,d
52.24005281751061,b,e
45.28375250250705,c,f
47.07176428202955,a,d
51.86378129855431,b,e
43.76887725245834,c,f
54.68277818878458,a,d
53.965876967928125,b,e
47.72599241759659,c,f
55.464445942221374,a,d
54.191668025685104,b,e
49.53393500402969,c,f
49.84925523034063,a,d
51.080905159380386,b,e
44.25920875720041,c,f
48.79548553429374,a,d
45.20211832511225,b,e
47.33375062363046,c,f
51.41724518889325,a,d
49.56883258564977,b,e
44.41719454359462,c,f
49.022236037987135,a,d
59.724023938875874,b,e
48.23903967416523,c,f
53.053800836350305,a,d
53.76166000066017,b,e
46.152445673575016,c,f
52.52611665834374,a,d
43.512432336559414,b,e
56.318960943970865,c,f
51.64200815466204,a,d
41.21421682571128,b,e
52.348546713818934,c,f
47.915833512900726,a,d
44.84027732371043,b,e
54.624777676809245,c,f
48.44364292402612,a,d
46.18517201899151,b,e
41.833987146341414,c,f
52.191485809189544,a,d
44.94443144637857,b,e
49.86470744669928,c,f
53.66301996524164,a,d
51.849119378604115,b,e
