response,group1,group2
48.305838579449095,a,d
48.8532040162022,b,e
47.73682729214651,c,f
49.911482306032475,a,d
46.368224284487255,b,e
51.771182559680916,c,f
50.48978220871005,a,d
55.58815401708114,b,e
51.02077442606022,c,f
52.18788671627242,a,d
46.84503280874798,b,e
55.98723845324842,c,f
44.664721519301196,a,d
54.24260885340655,b,e
49.40226292529838,c,f
45.204571699463344,a,d
47.44092364583974,b,e
58.94146083714479,c,f
45.704594905895256,a,d
53.7556847372564,b,e
47.58877825242258,c,f
49.52938189470124,a,d
52.53380239840146,b,e
49.32826418796388,c,f
46.22809650931708,a,d
49.76154133552452,b,e
45.81503862470665,c,f
56.198201817403344,a,d
47.05054852459471,b,e
54.31397789520078,c,f
51.79677480717528,a,d
50.37962113708883,b,e
43.43928265474379,c,f
45.737149994513956,a,d
45.204826927910744,b,e
51.9364160692131,c,f
51.99377581424404,a,d
51.454459421132185,b,e
51.1100231566793,c,f
48.663224773267025,a,d
54.563349004207964,b,e
48.78801170130794,c,f
42.612592266639254,a,d
50.52684195565855,b,e
42.40063499779421,c,f
52.08141102717909,a,d
48.97214322839469,b,e
49.120555628234875,c,f
44.58986682301602,a,d
53.75941780591974,b,e
55.0317264870039,c,f
46.05662550688364,a,d
49.27144831227642,b,e
42.36676324300685,c,f
57.40494549129727,a,d
50.107318658396544,b,e
49.73382131432465,c,f
49.12195073130968,a,d
50.77954162220272,b,e
45.2666147114524,c,f
48.04266282303297,a,d
40.79209334218638,b,e
51.810244040324584,c,f
50.57460907753364,a,d
46.242299762129434,b,e
47.13718747978271,c,f
47.98958674710056,a,d
47.46610948084825,b,e
47.11119192978947,c,f
53.79964705465757,a,d
45.71959868376323,b,e
55.08008942345279,c,f
51.98227829597115,a,d
52.54458981527906,b,e
49.06476614847025,c,f
56.50325719447787,a,d
51.31875924077921,b,e
42.84717890778983,c,f
52.16007864294,a,d
46.057894790154606,b,e
51.187475016258816,c,f
56.803135846356085,a,d
57.644946021530565,b,e
49.38420714475663,c,f
52.903597401726216,a,d
52.852154393476695,b,e
49.32814245810599,c,f
49.635375475503984,a,d
51.880683460509715,b,e
45.0398826503661,c,f
47.95382990354487,a,d
48.68489113984272,b,e
52.275924304483155,c,f
48.22614510370162,a,d
50.22969512647807,b,e
55.24454080891925,c,f
42.22881682244071,a,d
53.38794652110743,b,e
51.159377606169414,c,f
47.000274300058884,a,d
44.91439925755641,b,e
48.10335741870724,c,f
46.98490627426197,a,d
57.69190429679273,b,e
49.660873150005706,c,f
54.89182668415014,a,d
45.566270185763024,b,e
57.47364865551981,c,f
56.68735348392739,a,d
52.30082941090598,b,e
45.93634160303561,c,f
50.15731413841603,a,d
50.648760584966595,b,e
53.95268673141013,c,f
49.923119433592774,a,d
56.420346830694264,b,e
51.14021193742978,c,f
54.53760614795336,a,d
56.83813253381356,b,e
50.341792698145255,c,f
46.795151313238904,a,d
49.02813993078645,b,e
50.78817262284984,c,f
43.28531568234377,a,d
44.19628974978016,b,e
51.64538708818702,c,f
52.43291678163567,a,d
46.695624542708785,b,e
53.18375765592646,c,f
57.05993814479129,a,d
55.78073096564875,b,e
48.20263174876311,c,f
49.67313481505363,a,d
44.37504736509694,b,e
48.14287366593588,c,f
50.00867718625874,a,d
52.1063561444066,b,e
44.61754071561542,c,f
51.72528553746231,a,d
50.12598107928973,b,e
44.97016710152869,c,f
44.24320701462197,a,d
46.565604859614126,b,e
44.09214115799604,c,f
44.58809463114601,a,d
51.51672788147936,b,e
53.808145741226866,c,f
50.82608444860549,a,d
54.38912371629425,b,e
57.27136814706924,c,f
60.88504541819001,a,d
44.5373550584515,b,e
44.253858647998314,c,f
47.40920214073611,a,d
51.41752940702725,b,e
49.0862014015589,c,f
54.488002690445484,a,d
43.223205767656104,b,e
56.04447227301067,c,f
51.14215618173771,a,d
52.95238165873236,b,e
50.698104719804356,c,f
51.848426876020966,a,d
48.66651335360593,b,e
52.9769889499684,c,f
47.58985403747088,a,d
53.01472510370477,b,e
55.49356959308391,c,f
42.76638294353152,a,d
50.0151583658777,b,e
53.13406669166446,c,f
50.29218676793993,a,d
50.33822308462977,b,e
49.73743890893856,c,f
50.324085346110415,a,d
44.62310819433175,b,e
51.77593054674141,c,f
52.35944066391014,a,d
55.40125257445628,b,e
46.38365030186114,c,f
49.93521225577428,a,d
57.12656482812315,b,e
46.90876968295948,c,f
50.85023983692431,a,d
44.1303056855772,b,e
43.26125783581891,c,f
50.915749108694854,a,d
46.448615686800245,b,e
54.1222087309658,c,f
47.82765544331917,a,d
53.38708258013689,b,e
47.55798188287025,c,f
48.40237190348222,a,d
43.29125136426927,b,e
53.43463031493725,c,f
47.74152414727248,a,d
46.464172727951784,b,e
56.708305215091215,c,f
46.248069316191405,a,d
52.87445028982768,b,e
44.213072768803166,c,f
43.85467181409528,a,d
44.28402707490058,b,e
50.103269169504266,c,f
48.42974109624246,a,d
47.84612340965835,b,e
47.466563315191664,c,f
51.0090076942565,a,d
47.15462023961785,b,e
43.83622581515361,c,f
45.68686393047521,a,d
49.80646773199959,b,e
47.83200016962765,c,f
51.562257700208455,a,d
48.89588755769404,b,e
44.2595634395301,c,f
50.36064725493778,a,d
44.259255684190556,b,e
50.481639368858445,c,f
50.271016489768584,a,d
44.870105724999505,b,e
44.45985360865657,c,f
54.13334764559039,a,d
44.31941946948638,b,e
48.89162279509,c,f
53.57866748683341,a,d
48.05868548456067,b,e
56.84744375786307,c,f
51.14112691680754,a,d
51.19339480838091,b,e
56.82657582736976,c,f
44.343006500215665,a,d
52.70383967347657,b,e
49.25755660948767,c,f
53.83192906655881,a,d
44.355984829962374,b,e
50.32627034335364,c,f
45.805035210423604,a,d
45.77423957618947,b,e
53.049590628093185,c,f
43.26188496770265,a,d
50.96604058669104,b,e
43.56960677796937,c,f
49.461699090063995,a,d
53.05986571868643,b,e
50.29687927228727,c,f
55.5302470024098,a,d
55.36740318940626,b,e
49.70864516988035,c,f
52.75125464789105,a,d
55.125760611223804,b,e
50.85579432553563,c,f
57.49872597069394,a,d
56.26771943475281,b,e
57.03404607287471,c,f
54.744139787351415,a,d
49.146354227407,b,e
53.451525653139,c,f
51.38062680394196,a,d
45.93187175762543,b,e
55.68451028125973,c,f
49.91562699789372,a,d
47.38197594889917,b,e
48.38525428359151,c,f
48.48512414678199,a,d
48.013726028569145,b,e
46.520340541037356,c,f
42.66739443328921,a,d
