response,group1,group2
7.271381081493532,a,d
9.018724176751606,b,e
11.520175482627288,c,f
7.513667009942006,a,d
13.230274198370925,b,e
13.017202873926681,c,f
7.209658462147689,a,d
13.243388172630318,b,e
10.880015098466917,c,f
13.35357311958221,a,d
11.85940213551204,b,e
8.35921022359548,c,f
5.493166811553839,a,d
11.871299043066424,b,e
11.967744414269559,c,f
4.474718606927248,a,d
7.886663586174922,b,e
11.761803552676042,c,f
12.179314078477539,a,d
14.924949415985816,b,e
9.257927335093422,c,f
9.30725280432,a,d
6.262374950170558,b,e
15.853063568895063,c,f
12.830164038367029,a,d
2.4547142236702815,b,e
12.671786729693963,c,f
6.451977407531194,a,d
6.523255577628042,b,e
10.979057301769945,c,f
9.080339632229183,a,d
11.756951245567304,b,e
16.214285104628665,c,f
14.374010638569397,a,d
16.364490697913048,b,e
5.328661666853621,c,f
15.974944638881201,a,d
12.766141559886822,b,e
7.681464275701234,c,f
9.541291619225222,a,d
11.34641185921905,b,e
4.1495855543294224,c,f
7.244671936430792,a,d
5.426792667169441,b,e
12.3213654802233,c,f
5.10064366044977,a,d
9.139487413682945,b,e
11.444116469159411,c,f
7.42834566939019,a,d
5.570979709112697,b,e
10.950733033927076,c,f
10.230393471938806,a,d
4.5260772635336295,b,e
5.8317807575803045,c,f
12.864982115299371,a,d
7.850523228459976,b,e
9.013861572973749,c,f
15.01738477078344,a,d
14.303202330994727,b,e
6.31089243186026,c,f
11.237237619887818,a,d
8.882824951984338,b,e
11.585180517717856,c,f
10.276955545041588,a,d
8.514106942620145,b,e
12.630482712978104,c,f
14.491243576198237,a,d
11.40755152550335,b,e
15.44443888591902,c,f
8.83424748315345,a,d
6.453192188690781,b,e
7.607723932198658,c,f
15.583820781313147,a,d
3.872268876626281,b,e
5.271460146407773,c,f
13.129152545701867,a,d
17.604931996153663,b,e
8.327704950369043,c,f
13.455143658968703,a,d
7.472185517718714,b,e
3.0896748690470943,c,f
10.198162796752545,a,d
9.903774168992788,b,e
4.730398029610283,c,f
12.81864953729636,a,d
12.470318259733542,b,e
11.084704368604555,c,f
16.211458940231118,a,d
15.584124306527887,b,e
14.560125602767496,c,f
10.865290160367275,a,d
9.405324825423898,b,e
11.557064103151529,c,f
11.89464986333268,a,d
11.365720652006473,b,e
5.16462410769795,c,f
8.38932201003785,a,d
18.051311097416942,b,e
7.241217136100076,c,f
3.1721922346788416,a,d
12.269143528866135,b,e
12.090529419555796,c,f
4.786372922022886,a,d
7.608572346377071,b,e
7.844048905248668,c,f
10.155819140017519,a,d
3.623449367470988,b,e
10.770709906361047,c,f
21.449923141375326,a,d
2.1689168616601613,b,e
13.510350310148793,c,f
10.452560883790495,a,d
18.662492123841695,b,e
6.209287271188643,c,f
22.02291358851889,a,d
10.086135278941066,b,e
12.434159576943333,c,f
19.314457571045317,a,d
17.0477354192681,b,e
10.00404695380445,c,f
10.652836369869577,a,d
9.843759485054044,b,e
8.619608123730458,c,f
14.132187851449785,a,d
15.702742386913034,b,e
11.601604258813818,c,f
8.360597387518023,a,d
13.33187845284472,b,e
5.7420525335379455,c,f
4.868231081817617,a,d
6.120977326787892,b,e
12.392087996910668,c,f
6.124826749649312,a,d
13.11558254251058,b,e
12.24129022514947,c,f
4.389092788789815,a,d
6.877659898242882,b,e
6.869063246894718,c,f
9.894547702396654,a,d
8.582564990559778,b,e
11.162870214288663,c,f
10.098666317188254,a,d
8.552998068087637,b,e
11.734898667255356,c,f
14.110793849567804,a,d
16.440553708220826,b,e
8.20602005156381,c,f
14.093367183318668,a,d
13.38808686631139,b,e
10.647371039895287,c,f
7.557097994062037,a,d
17.146404693019022,b,e
13.321243095449901,c,f
8.812165909907478,a,d
16.989385248994115,b,e
