response,group1,group2
80.85611967179172,a,d
81.79887771066429,b,e
79.83605806724448,c,f
78.89308084398914,a,d
80.10445556156992,b,e
80.64078894912055,c,f
83.15754005361904,a,d
81.62864755684075,b,e
87.54676889014434,c,f
76.31247821522298,a,d
82.58170653657365,b,e
75.2068236759119,c,f
79.40274716542238,a,d
81.31911471411402,b,e
83.29068763832169,c,f
77.07233688333578,a,d
77.86541505133029,b,e
71.31900721519372,c,f
75.01717191461242,a,d
83.30865385590633,b,e
75.7295633537976,c,f
86.71389038544075,a,d
76.07489097242987,b,e
81.5260240736274,c,f
81.85102982302453,a,d
79.04866089804823,b,e
84.37903627416722,c,f
81.07672066927394,a,d
75.00628088093593,b,e
82.20291997252919,c,f
74.53986631895246,a,d
83.97242422065021,b,e
77.68378968071902,c,f
83.34000867677541,a,d
85.10489060918258,b,e
76.58047656083012,c,f
72.88571892314798,a,d
80.90412572759013,b,e
78.76087677334355,c,f
70.63420358259506,a,d
76.9263425934869,b,e
75.191757714415985,c,f
85.49287341909866,a,d
78.8645446036978,b,e
86.2777901859128,c,f
82.66857525179944,a,d
76.0946569638059,b,e
82.01857580212949,c,f
81.31500238323225,a,d
81.58614970899197,b,e
85.27570691239971,c,f
79.99867460182703,a,d
79.14341681127748,b,e
79.42798491613678,c,f
76.49562251078238,a,d
81.5442102597995,b,e
83.56639680636935,c,f
68.47472010432257,a,d
83.587577728515015,b,e
83.63827128518052,c,f
77.38479688075677,a,d
81.00193461807166,b,e
80.32843749587292,c,f
75.65112671421355,a,d
77.6713098242947,b,e
84.68543269429838,c,f
77.41964201741902,a,d
83.62897025400964,b,e
83.02714465814087,c,f
81.36188567355984,a,d
79.99549254448537,b,e
89.59216141179856,c,f
83.35433501936328,a,d
78.52649625878266,b,e
73.95835820884274,c,f
80.47501144022047,a,d
73.02253568416506,b,e
86.92785125486795,c,f
76.54344268009511,a,d
82.43245787126536,b,e
78.60485834654385,c,f
75.36129552836009,a,d
76.10261587139384,b,e
76.74486620262235,c,f
77.996385077953,a,d
77.47594184837874,b,e
86.01228818614132,c,f
75.76023682616275,a,d
84.87574691460424,b,e
79.41551832150773,c,f
81.81423448722587,a,d
78.94764643651436,b,e
80.21672407395147,c,f
85.35305944968128,a,d
77.65708421533331,b,e
80.78306183129146,c,f
79.1523243141182,a,d
81.85818665637045,b,e
82.01225061147818,c,f
79.8793047516916,a,d
82.7347276254716,b,e
81.66734822231615,c,f
80.16956219337055,a,d
81.4424172880801,b,e
74.06920076199823,c,f
76.12130107396406,a,d
85.92632155354111,b,e
75.19667776668528,c,f
75.44116951575687,a,d
80.11015471951984,b,e
79.21901667959455,c,f
78.45687531516491,a,d
78.13140746291089,b,e
75.37217889070781,c,f
83.69183801257658,a,d
84.97936641014333,b,e
75.84315562566299,c,f
86.25135506991495,a,d
79.69684668587986,b,e
71.84628610142302,c,f
83.59964495528166,a,d
80.31015395647088,b,e
74.41192063580182,c,f
83.17873338939458,a,d
83.95008296911371,b,e
84.66459526406354,c,f
86.33015539364679,a,d
76.90789738685692,b,e
77.49966637519661,c,f
88.78910992936665,a,d
74.62095545005887,b,e
81.23184375247398,c,f
84.26415441201803,a,d
81.19949476353645,b,e
74.63030826356817,c,f
79.06128089119872,a,d
77.75222121541333,b,e
80.89419254684485,c,f
79.71647596561112,a,d
72.64647718419096,b,e
74.40326403211122,c,f
83.70430073932606,a,d
76.90576973644546,b,e
82.01004916861802,c,f
84.24468697367475,a,d
87.62884631017157,b,e
79.04912809170311,c,f
73.25876636081983,a,d
76.22786687234301,b,e
82.56134794833027,c,f
81.41932928952433,a,d
85.55177603076676,b,e
81.70500261787812,c,f
80.7181169688993,a,d
83.13891008810266,b,e
79.22057581821534,c,f
81.50788099221334,a,d
81.37850601659358,b,e
83.59804293396074,c,f
73.79556010227442,a,d
79.35322480186976,b,e
74.84069195175822,c,f
74.66512474882839,a,d
79.64363573813647,b,e
78.32446694013083,c,f
81.28769764712648,a,d
87.22242582481675,b,e
82.73805299304404,c,f
74.43729399156055,a,d
80.94895441254448,b,e
69.06094445519305,c,f
86.60899002438936,a,d
70.83685467875037,b,e
81.51005564945535,c,f
89.77303712038037,a,d
83.4441723525922,b,e
84.87959119814757,c,f
76.69223206860082,a,d
82.265331219592,b,e
74.09104911420422,c,f
78.66592379645404,a,d
81.930283346071107,b,e
83.83704267004087,c,f
78.84479411194314,a,d
80.77485754961387,b,e
76.99995080782207,c,f
86.29926090393661,a,d
80.02283167623685,b,e
76.99672485204302,c,f
72.30866881102637,a,d
80.66907390468455,b,e
81.68673295280998,c,f
80.59985477913847,a,d
81.53621560818573,b,e
75.83689602748285,c,f
86.46422063219208,a,d
77.05731282906795,b,e
76.87888738246025,c,f
76.20127147986548,a,d
79.96434814567043,b,e
84.51466277046096,c,f
81.38489097294668,a,d
81.87164427194688,b,e
79.60549846333572,c,f
82.69825084835344,a,d
82.04705784394643,b,e
76.43954003159092,c,f
82.2535125806367,a,d
79.8734093021577,b,e
80.31042810552212,c,f
73.51879828460713,a,d
79.9058906612979,b,e
79.7040934328005,c,f
81.31848015584342,a,d
76.69933592282551,b,e
79.46714851499448,c,f
80.25140783348643,a,d
81.64544458154052,b,e
80.31842284722337,c,f
82.45867614466007,a,d
76.0225308003679,b,e
85.23540983167923,c,f
79.92193215517794,a,d
81.51432376036149,b,e
80.12798511718744,c,f
