response,group1,group2
77.97580665589088,a,d
88.14094625775772,b,e
82.78770574491688,c,f
86.63362436459293,a,d
85.61730355610788,b,e
91.68872285070447,c,f
85.72387641179843,a,d
91.33610854943632,b,e
93.87858980690906,c,f
85.26997490619087,a,d
90.38169874935078,b,e
95.59801794682217,c,f
88.03895759698378,a,d
88.16135583739455,b,e
98.97909610663886,c,f
87.25237320194505,a,d
89.82830716589808,b,e
93.18987046679473,c,f
94.79383388330713,a,d
87.62093219295409,b,e
96.57840627055027,c,f
87.73523206870507,a,d
90.68655978850994,b,e
84.6891955182698,c,f
93.41586988594464,a,d
80.4823452065046,b,e
87.93176139885642,c,f
81.35827601730813,a,d
89.97930005968975,b,e
87.50184249709208,c,f
85.33493414566598,a,d
89.79338514228735,b,e
89.72655359241504,c,f
88.52811836065212,a,d
86.32127394532193,b,e
95.60888441883307,c,f
93.70667328151903,a,d
86.88754135108428,b,e
94.74172014219383,c,f
93.98420543999352,a,d
87.70381998336585,b,e
91.27885633877054,c,f
93.79826835903921,a,d
91.82843092036228,b,e
82.20109927015204,c,f
91.41247091660993,a,d
86.19575746516455,b,e
81.8506586684217,c,f
89.19303713072324,a,d
87.96466245992414,b,e
92.18237494550272,c,f
91.5994930063341,a,d
89.36628593140385,b,e
92.28958847618941,c,f
92.45477146315689,a,d
91.66462072832859,b,e
94.25722244465908,c,f
88.77255484621885,a,d
87.58157087048926,b,e
81.19066214589422,c,f
84.74410092260875,a,d
95.02429755003544,b,e
87.7256092700318,c,f
91.04107867625852,a,d
90.80687583927056,b,e
88.92155955055016,c,f
88.25697324739244,a,d
87.5575765452323,b,e
92.84653749132251,c,f
89.7549227769395,a,d
90.99834818126669,b,e
79.81953916197234,c,f
96.8423619279496,a,d
85.9121380098756,b,e
84.99152812800517,c,f
85.74670855069148,a,d
90.81667373175351,b,e
89.4883691971953,c,f
90.97731067795999,a,d
90.6048150256141,b,e
87.29276294606959,c,f
81.92597068330406,a,d
91.49546190615288,b,e
94.10250123833363,c,f
88.4988288950076,a,d
82.89317935399869,b,e
89.03848781220931,c,f
88.86955090069107,a,d
86.93957901024443,b,e
89.72346707217244,c,f
85.90180903494436,a,d
93.002999346761,b,e
84.43304982889154,c,f
94.35033400744696,a,d
94.28217749601819,b,e
89.29671352672877,c,f
91.7242933806645,a,d
85.28925000783944,b,e
86.7738505385835,c,f
90.81182956668351,a,d
89.39432379557165,b,e
87.67015541389182,c,f
93.98625027091104,a,d
93.8330880085172,b,e
91.84099840146997,c,f
89.70446984462907,a,d
89.1720946843748,b,e
88.15935653678359,c,f
93.6579340357853,a,d
97.36001733834854,b,e
87.53967537676222,c,f
91.55685687814642,a,d
92.01857911263679,b,e
85.56677590418388,c,f
98.29577148399397,a,d
93.93922152927155,b,e
87.0688553400431,c,f
93.2232244344891,a,d
86.69225105534265,b,e
94.50539495752406,c,f
92.82117754081425,a,d
84.59979089248814,b,e
89.58356642310862,c,f
95.04528177830562,a,d
87.09104867660822,b,e
87.4656382198181,c,f
87.361493039685,a,d
89.48045367885463,b,e
92.58792449904794,c,f
99.07714361195778,a,d
95.86194261405657,b,e
89.92431198958333,c,f
95.11937171262869,a,d
90.10161995919158,b,e
85.93612108567109,c,f
99.24572783072763,a,d
92.12089709698058,b,e
85.96950552940264,c,f
91.80293762694579,a,d
88.61790419343359,b,e
88.98083767383932,c,f
86.1541981598904,a,d
88.74911808199327,b,e
94.39232596328077,c,f
91.15103717204742,a,d
87.55371160788302,b,e
84.09927531807881,c,f
93.07437596168143,a,d
92.01323695040493,b,e
82.94960850486162,c,f
90.09566621000691,a,d
91.6562542193324,b,e
92.9532512530912,c,f
94.68074383433553,a,d
91.40702866758043,b,e
94.30896762206172,c,f
88.1335757873231,a,d
91.36243007249044,b,e
89.58367955718676,c,f
90.50873221059966,a,d
100.60028216908086,b,e
90.34747240525952,c,f
82.96549657401012,a,d
86.54730371435446,b,e
85.67690101393987,c,f
92.39292910012263,a,d
92.060720048608,b,e
84.12055494948441,c,f
93.9999019542108,a,d
85.89604968342263,b,e
92.77522015529158,c,f
90.86146743523037,a,d
94.4455322424007,b,e
99.48824001871799,c,f
93.46051719328918,a,d
93.39961266559757,b,e
92.50582933827717,c,f
91.3443611902401,a,d
89.14156774775469,b,e
89.84913264484973,c,f
87.54950510185338,a,d
89.21868124320362,b,e
88.42848456737482,c,f
92.96746961957024,a,d
91.10990801476454,b,e
92.71986715025928,c,f
86.2092868277405,a,d
84.49450271678317,b,e
88.67710741273518,c,f
86.59087816227013,a,d
93.1669643930719,b,e
88.91324124476827,c,f
91.69124130855295,a,d
88.08225922771211,b,e
86.51277057294949,c,f
94.17055031316687,a,d
84.59117880099313,b,e
89.70545634925058,c,f
92.42197951089018,a,d
91.67842512473828,b,e
84.20399236962379,c,f
90.8892341216866,a,d
90.39324710590739,b,e
95.78172917012387,c,f
89.74849350076403,a,d
88.57122636572285,b,e
92.47613016129742,c,f
90.2010573520138,a,d
85.37713392394002,b,e
89.63819724068355,c,f
93.219073118463,a,d
93.35658432880712,b,e
86.4208116705598,c,f
89.20576535729431,a,d
93.46152112894526,b,e
93.15444663622894,c,f
90.08365217302352,a,d
87.13133660531028,b,e
86.45130500980261,c,f
89.31251612025959,a,d
95.8497436327538,b,e
92.017232733127,c,f
89.13121911404296,a,d
91.15834961019262,b,e
93.32945426507999,c,f
90.91638445974444,a,d
94.413733598585,b,e
90.76275607534996,c,f
90.23298255434776,a,d
93.13526404997243,b,e
93.43378138820374,c,f
87.95868247893593,a,d
91.40109337917252,b,e
85.03402177654685,c,f
84.5544030937794,a,d
84.18734386116813,b,e
94.11026485913642,c,f
94.12321013795163,a,d
90.63545310326266,b,e
80.47304451570747,c,f
82.715031196708,a,d
94.25149340116292,b,e
84.81516985354406,c,f
89.71350817977796,a,d
87.47208041697624,b,e
92.44986195797703,c,f
86.02663175677881,a,d
95.38138066515523,b,e
87.28040511598365,c,f
92.42949709937858,a,d
92.65957720229383,b,e
94.24644873796254,c,f
88.36774105079341,a,d
92.05696788053302,b,e
98.5350555984145,c,f
91.32564248692641,a,d
92.74722837798306,b,e
91.88804820447301,c,f
93.31348477135667,a,d
92.72189081755721,b,e
88.68022801034485,c,f
95.35652919989552,a,d
84.85936861196728,b,e
91.37160941779595,c,f
92.96312115559485,a,d
83.1081454644055,b,e
90.25986419583778,c,f
84.42112545307484,a,d
95.14481890881511,b,e
89.12417425046598,c,f
89.21109260174848,a,d
90.563663040861,b,e
94.2658638856336,c,f
103.48382592925562,a,d
89.0456737967361,b,e
91.34811218650202,c,f
95.79096533032765,a,d
90.66359640453443,b,e
89.78009589728507,c,f
89.32005702199496,a,d
87.20254562601474,b,e
92.95267321766318,c,f
84.50321903280155,a,d
90.21257788594443,b,e
91.94143665249175,c,f
93.98844534843268,a,d
91.42586719970946,b,e
84.82021948670472,c,f
84.67898352618205,a,d
96.092454743688,b,e
84.48801275432577,c,f
81.74163835326672,a,d
89.52058766932345,b,e
83.93783994874974,c,f
95.81664193121273,a,d
84.02646151524357,b,e
92.18113535093178,c,f
99.40786527983295,a,d
87.56731410399816,b,e
87.55614613594058,c,f
